name,uri
marine plants,http://aims.fao.org/aos/agrovoc/c_0a5529bf
mineral content,http://aims.fao.org/aos/agrovoc/c_4848
meridional oceanic circulation,http://aims.fao.org/aos/agrovoc/c_eb9db93a
manganese compounds,http://aims.fao.org/aos/agrovoc/c_02c2e9aa
marine organisms,http://aims.fao.org/aos/agrovoc/c_e457782f
microprocessors,http://aims.fao.org/aos/agrovoc/c_25397
mitochondrial DNA,http://aims.fao.org/aos/agrovoc/c_1354029675295
archaeology,http://aims.fao.org/aos/agrovoc/c_f12113cd
mussel culture,http://aims.fao.org/aos/agrovoc/c_f3bff2a9
metamorphism,http://aims.fao.org/aos/agrovoc/c_f8a48ac3
